right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,right 26,right 27,right 28,right 29,right 30,left href 3,right 31,right 32,right 33,right 34,right 35,right 36,right 37,right 38,right 39
346,David Raya,https://fbref.com/en/players/98ea5115/David-Raya,GK,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-300,1995,1,1,90,1.0,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/98ea5115/matchlogs/2024/summary/David-Raya-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
347,Tijjani Reijnders,https://fbref.com/en/players/afb61630/Tijjani-Reijnders,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-348,1998,6,6,496,5.5,0,0,0,0,0,0,0,0.7,0.7,0.6,1.2,19,32,13,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23,https://fbref.com/en/players/afb61630/matchlogs/2024/summary/Tijjani-Reijnders-Match-Logs,,,,,,,,,
348,Mateo Retegui,https://fbref.com/en/players/e7695e6c/Mateo-Retegui,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-073,1999,4,1,152,1.7,0,0,0,0,0,0,0,0.2,0.2,0.2,1,0.15,6,0.15,0,0.0,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.00,https://fbref.com/en/players/e7695e6c/matchlogs/2024/summary/Mateo-Retegui-Match-Logs,,,,,,,,,
349,Declan Rice,https://fbref.com/en/players/1c7012b8/Declan-Rice,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,25-179,1999,6,6,600,6.7,0,0,0,0,0,0.00,0.05,0.2,1,1,0.2,5,0.1,0.3,0.00,0.03,0.02,0.05,0.15,0.03,36,13,0.15,0.15,https://fbref.com/en/players/1c7012b8/matchlogs/2024/summary/Declan-Rice-Match-Logs,,,,,,,,,
350,Fabian Rieder,https://fbref.com/en/players/c2bd8585/Fabian-Rieder,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-146,2002,5,3,218,2.4,0,0,0,0,0,0,0,7,0.3,0.3,10,0.01,22,0.12,0.0,0.0,0.00,0.00,0.00,0.00,0.14,0.01,0.14,0.00,https://fbref.com/en/players/c2bd8585/matchlogs/2024/summary/Fabian-Rieder-Match-Logs,,,,,,,,,
351,Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,30-122,1994,3,3,268,3.0,0,0,0,0,0,0,0,5,0.3,0.3,8,0.00,7,0.11,0.0,0.0,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.00,https://fbref.com/en/players/2e4f5f03/matchlogs/2024/summary/Andrew-Robertson-Match-Logs,,,,,,,,,
352,Rodri,https://fbref.com/en/players/6434f10d/Rodri,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-019,1996,5,5,475,5.3,0.07,0,0,0,0.00,0.11,0.07,1,1,1,3,0.3,0.3,0.2,0.19,0.11,0.19,0.04,0.19,15,0.5,40,10,0.19,https://fbref.com/en/players/6434f10d/matchlogs/2024/summary/Rodri-Match-Logs,,,,,,,,,
353,Ricardo Rodríguez,https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-321,1992,5,5,480,5.3,0,0,0,0,0,0,0.00,0.1,1,0.1,0.2,13,0.2,17,0.00,0.00,0.00,0.00,0.04,0.01,13,0.03,0.04,0.01,https://fbref.com/en/players/7f78ad23/matchlogs/2024/summary/Ricardo-Rodriguez-Match-Logs,,,,,,,,,
354,Taras Romanchuk,https://fbref.com/en/players/4d08ed00/Taras-Romanchuk,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,32-240,1991,1,1,54,0.6,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/4d08ed00/matchlogs/2024/summary/Taras-Romanchuk-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
355,Cristiano Ronaldo,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,39-157,1985,5,5,485,5.4,0,0,0,0.00,0.86,0.60,1.03,3.6,1,1,1,3,1,2.8,0.00,0.26,0.19,0.19,0.19,0.76,1.2,4.1,5,33,https://fbref.com/en/players/dea698d9/matchlogs/2024/summary/Cristiano-Ronaldo-Match-Logs,,,,,,,,,
356,Antonio Rüdiger,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,31-130,1993,5,5,480,5.3,0,0,0,0,0,0,0,0.2,2,0.2,0.6,3,0.8,35,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,https://fbref.com/en/players/18b896d6/matchlogs/2024/summary/Antonio-Rudiger-Match-Logs,,,,,,,,,
357,Fabián Ruiz Peña,https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-099,1996,5,5,450,5.0,0.32,0,0,0.50,0.32,0.50,0.18,2,2,4,2,1.6,1,1.6,0.40,0.80,0.80,0.40,0.40,13,0.9,2.5,42,12,https://fbref.com/en/players/c0c7ff58/matchlogs/2024/summary/Fabian-Ruiz-Pena-Match-Logs,,,,,,,,,
358,Adrian Rus,https://fbref.com/en/players/9f5be87a/Adrian-Rus,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-115,1996,2,21,0.2,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/9f5be87a/matchlogs/2024/summary/Adrian-Rus-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
359,Marcel Sabitzer,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-116,1994,4,4,360,4.0,0.22,0,0,0,0,0.00,0.41,1,1,1,0.9,0.9,0.8,1.6,0.25,0.22,0.19,0.41,0.25,8,12,37,0.25,0.25,https://fbref.com/en/players/e280527c/matchlogs/2024/summary/Marcel-Sabitzer-Match-Logs,,,,,,,,,
360,Bukayo Saka,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,"FW,DF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-310,2001,6,6,542,6.0,0.07,0,0,0,0.00,0.13,0.07,1,1,1,1,0.4,0.4,0.3,0.17,0.13,0.17,0.06,0.17,28,0.7,22,74,0.17,https://fbref.com/en/players/bc7dc64d/matchlogs/2024/summary/Bukayo-Saka-Match-Logs,,,,,,,,,
361,Bartosz Salamon,https://fbref.com/en/players/9b30df1e/Bartosz-Salamon,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,33-071,1991,1,1,85,0.9,0,0,0,0,0,0,0,,1,,,,,,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/9b30df1e/matchlogs/2024/summary/Bartosz-Salamon-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01
362,William Saliba,https://fbref.com/en/players/972aeb2a/William-Saliba,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,23-109,2001,6,6,570,6.3,0,0,0,0,0,0,0.0,0.1,1,0.1,0.1,4,15,0.02,0.00,0,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.00,https://fbref.com/en/players/972aeb2a/matchlogs/2024/summary/William-Saliba-Match-Logs,,,,,,,,,
363,Roland Sallai,https://fbref.com/en/players/bf075f6b/Roland-Sallai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,27-050,1997,3,3,266,3.0,0,0,0,0,0,0.00,0.55,0.6,1,1,0.6,12,1.0,1.6,0.00,0.21,0.34,0.55,0.34,0.21,5,23,0.34,0.34,https://fbref.com/en/players/bf075f6b/matchlogs/2024/summary/Roland-Sallai-Match-Logs,,,,,,,,,
364,Lazar Samardzic,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,22-138,2002,2,1,54,0.6,0,0,0,0,0,0,0,0.1,0.1,0.1,1,,2,,0,0.0,,,,,0.00,,,,https://fbref.com/en/players/217c93a1/matchlogs/2024/summary/Lazar-Samardzic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.13,0.13
365,Leroy Sané,https://fbref.com/en/players/2b114be3/Leroy-Sane,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-182,1996,5,2,208,2.3,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,7,23,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.23,0.18,0.23,https://fbref.com/en/players/2b114be3/matchlogs/2024/summary/Leroy-Sane-Match-Logs,,,,,,,,,
366,Leo Sauer,https://fbref.com/en/players/4c53a688/Leo-Sauer,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,18-208,2005,1,5,0.1,3,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/4c53a688/matchlogs/2024/summary/Leo-Sauer-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
367,Gianluca Scamacca,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-192,1999,4,3,251,2.8,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,1,3,11,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.30,0.22,0.30,https://fbref.com/en/players/8790f988/matchlogs/2024/summary/Gianluca-Scamacca-Match-Logs,,,,,,,,,
368,András Schäfer,https://fbref.com/en/players/049751d7/Andras-Schafer,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,25-089,1999,3,3,270,3.0,0,0,0,0,0,0,0.0,0.1,1,0.1,0.1,5,14,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.00,https://fbref.com/en/players/049751d7/matchlogs/2024/summary/Andras-Schafer-Match-Logs,,,,,,,,,
369,Fabian Schär,https://fbref.com/en/players/c8aa95da/Fabian-Schar,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-204,1991,5,5,480,5.3,0,0,0,0,0,0,0.00,0.2,1,0.2,0.1,4,0.3,12,0.00,0.00,0.00,0.00,0.07,0.05,7,0.02,0.07,0.05,https://fbref.com/en/players/c8aa95da/matchlogs/2024/summary/Fabian-Schar-Match-Logs,,,,,,,,,
370,Patrik Schick,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-169,1996,2,2,127,1.4,,0,0,0,,,,1,1,1,2,1.5,1.5,0.1,1.03,1.11,1.11,1.03,0.08,2,1.6,1,6,,https://fbref.com/en/players/5d4f7d61/matchlogs/2024/summary/Patrik-Schick-Match-Logs,,0.00,,,,0.71,0.71,0.71,0.71
371,Nico Schlotterbeck,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,24-223,1999,2,1,120,1.3,0,0,0,0,,,,0.1,1,1,1,1,0.1,0.4,,0.33,0.33,0.05,0.28,,0.4,1,1,,https://fbref.com/en/players/34e12499/matchlogs/2024/summary/Nico-Schlotterbeck-Match-Logs,0.00,0.00,,,,0.75,0.75,0.75,0.05
372,Kasper Schmeichel,https://fbref.com/en/players/53af52f3/Kasper-Schmeichel,GK,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,37-249,1986,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/53af52f3/matchlogs/2024/summary/Kasper-Schmeichel-Match-Logs,,,,,,,,,
373,Romano Schmid,https://fbref.com/en/players/220ace7e/Romano-Schmid,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,24-166,2000,4,2,145,1.6,,0,0,0,,,,1,1,1,1,0.1,0.1,0.7,0.08,0.50,0.50,0.08,0.42,3,0.8,5,11,,https://fbref.com/en/players/220ace7e/matchlogs/2024/summary/Romano-Schmid-Match-Logs,,0.00,,,,0.62,0.62,0.62,0.62
374,Jerdy Schouten,https://fbref.com/en/players/2cfae697/Jerdy-Schouten,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,27-181,1997,6,6,500,5.6,0,0,0,0,0,0,0.00,0.1,1,0.1,0.1,7,0.2,39,0.00,0.00,0.00,0.00,0.04,0.01,11,0.03,0.04,0.01,https://fbref.com/en/players/2cfae697/matchlogs/2024/summary/Jerdy-Schouten-Match-Logs,,,,,,,,,
375,Ivan Schranz,https://fbref.com/en/players/7e277e7c/Ivan-Schranz,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,30-302,1993,4,4,331,3.7,0.28,0,0,0,0.00,0.35,0.28,3,3,3,1,1.0,1.0,0.3,0.82,0.35,0.82,0.07,0.82,5,1.3,6,16,0.82,https://fbref.com/en/players/7e277e7c/matchlogs/2024/summary/Ivan-Schranz-Match-Logs,,,,,,,,,
376,Taulant Seferi,https://fbref.com/en/players/fdd6cad9/Taulant-Seferi,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-239,1996,2,1,94,1.0,0,0,0,0,0,0,0,2,0.1,0.1,3,,3,,0.0,0.0,,,0.12,,,,,,https://fbref.com/en/players/fdd6cad9/matchlogs/2024/summary/Taulant-Seferi-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.02,0.02
377,Nicolas Seiwald,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald,MF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-068,2001,4,4,360,4.0,0,0,0,0,0,0,0,3,0.6,0.7,23,0.01,5,0.16,0.0,0.0,0.00,0.00,0.00,0.00,0.17,0.01,0.17,0.00,https://fbref.com/en/players/28c6e925/matchlogs/2024/summary/Nicolas-Seiwald-Match-Logs,,,,,,,,,
378,Nélson Semedo,https://fbref.com/en/players/d04b94db/Nelson-Semedo,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,30-238,1993,5,100,1.1,0.2,0,0,0,0,0,0,0,0.2,0.2,4,17,6,,,,0,0.0,,,,0.00,,,,https://fbref.com/en/players/d04b94db/matchlogs/2024/summary/Nelson-Semedo-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.27,0.27
379,Benjamin Šeško,https://fbref.com/en/players/3260690c/Benjamin-Sesko,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,21-041,2003,4,4,358,4.0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,3,7,21,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28,https://fbref.com/en/players/3260690c/matchlogs/2024/summary/Benjamin-Sesko-Match-Logs,,,,,,,,,
380,Petr Ševčík,https://fbref.com/en/players/d4232ba9/Petr-Sevcik,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,30-068,1994,2,22,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,3,1,3,,,,0,0.0,,,,0.00,,,,https://fbref.com/en/players/d4232ba9/matchlogs/2024/summary/Petr-Sevcik-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50
381,Stephan El Shaarawy,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,31-258,1992,1,1,45,0.5,0,0,0,0,0,0,0.0,1,1,,,0.00,0.00,0.00,0.0,0.0,0.0,0,0,,0.00,,,,https://fbref.com/en/players/d3aaad90/matchlogs/2024/summary/Stephan-El-Shaarawy-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
382,Lawrence Shankland,https://fbref.com/en/players/63b1a176/Lawrence-Shankland,FW,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-336,1995,3,25,0.3,2,0,0,0,0,0,0,0,1,1,,,0.00,,,0.0,0,0.0,0.0,0.0,,0.00,,,,https://fbref.com/en/players/63b1a176/matchlogs/2024/summary/Lawrence-Shankland-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,
383,Mykola Shaparenko,https://fbref.com/en/players/17e3e467/Mykola-Shaparenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-281,1998,3,3,220,2.4,0.09,0,0,0,0.19,0.09,0.19,1,1,2,1,0.2,0.2,0.2,0.41,0.10,0.41,0.82,0.82,8,0.5,18,5,0.41,https://fbref.com/en/players/17e3e467/matchlogs/2024/summary/Mykola-Shaparenko-Match-Logs,,,,,,,,,
384,Xherdan Shaqiri,https://fbref.com/en/players/6421ec64/Xherdan-Shaqiri,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-275,1991,2,1,71,0.8,,0,0,0,0,0.0,,1,1,1,0.1,0.1,0.1,3,0.11,0.16,0.16,0.11,0.05,1,4,,,,https://fbref.com/en/players/6421ec64/matchlogs/2024/summary/Xherdan-Shaqiri-Match-Logs,,0.00,,,,1.27,1.27,1.27,1.27
385,Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-365,1995,2,88,1.0,0.1,0,0,0,0,0,0,0,1,0.1,5,6,0.00,,,0.0,0,0.0,,,,0.00,,,,https://fbref.com/en/players/9c94165b/matchlogs/2024/summary/Luke-Shaw-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.12,
386,Vincent Sierro,https://fbref.com/en/players/92ffb8f9/Vincent-Sierro,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,28-277,1995,4,38,0.4,1,0,0,0,0,0,0,0,,2,,,,,,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/92ffb8f9/matchlogs/2024/summary/Vincent-Sierro-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.03
387,António Silva,https://fbref.com/en/players/8f0435c7/Antonio-Silva,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,20-255,2003,2,1,73,0.8,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,1,,,,,0.25,,,,,,https://fbref.com/en/players/8f0435c7/matchlogs/2024/summary/Antonio-Silva-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.11,0.25,0.14,0.14
388,Bernardo Silva,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-336,1994,4,4,420,4.7,0.18,0,0,0,0,0.00,0.33,1,1,1,0.7,0.7,0.6,1.3,0.21,0.18,0.16,0.33,0.21,15,28,47,0.21,0.21,https://fbref.com/en/players/3eb22ec9/matchlogs/2024/summary/Bernardo-Silva-Match-Logs,,,,,,,,,
389,Unai Simón,https://fbref.com/en/players/5dcf3e90/Unai-Simon,GK,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-030,1997,5,5,480,5.3,0,0,0,0,0,0,0.0,0.00,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5dcf3e90/matchlogs/2024/summary/Unai-Simon-Match-Logs,,,,,,,,,
390,Xavi Simons,https://fbref.com/en/players/da4d670f/Xavi-Simons,"MF,FW",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-081,2003,6,5,454,5.0,0.11,0,0,0.31,0.11,0.31,0.20,1,3,4,1,0.6,2,0.6,0.20,0.79,0.79,0.20,0.59,20,1.0,1.5,28,33,https://fbref.com/en/players/da4d670f/matchlogs/2024/summary/Xavi-Simons-Match-Logs,,,,,,,,,
391,Michał Skóraś,https://fbref.com/en/players/5a80aea3/Michal-Skoras,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,1,23,0.3,1,0,0,0,0,0,0,0,1,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,,0.00,,,0,https://fbref.com/en/players/5a80aea3/matchlogs/2024/summary/Michal-Skoras-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
392,Łukasz Skorupski,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,33-067,1991,1,1,90,1.0,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/ab4449d6/matchlogs/2024/summary/Lukasz-Skorupski-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
393,Andreas Skov Olsen,https://fbref.com/en/players/c50cee19/Andreas-Skov-Olsen,"MF,FW",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,24-195,1999,3,1,122,1.4,0,0,0,0,0,0,0,4,0.4,0.4,3,,11,,0.0,0.0,,,0.33,,,,,,https://fbref.com/en/players/c50cee19/matchlogs/2024/summary/Andreas-Skov-Olsen-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.31,0.33,0.02,0.02
394,Milan Škriniar,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-151,1995,4,4,390,4.3,0,0,0,0,0,0,0,0.3,1,0.3,0.1,4,0.4,21,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,https://fbref.com/en/players/30f5ffa9/matchlogs/2024/summary/Milan-Skriniar-Match-Logs,,,,,,,,,
395,Bartosz Slisz,https://fbref.com/en/players/7ee64741/Bartosz-Slisz,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-104,1999,2,1,110,1.2,0,0,0,0,0,0,0.0,1,1,0.1,0.1,0.00,5,2,0.0,,,,,,0.00,,,,https://fbref.com/en/players/7ee64741/matchlogs/2024/summary/Bartosz-Slisz-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,
396,Yann Sommer,https://fbref.com/en/players/420c18a1/Yann-Sommer,GK,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,35-207,1988,5,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/420c18a1/matchlogs/2024/summary/Yann-Sommer-Match-Logs,,,,,,,,,
397,Deian Sorescu,https://fbref.com/en/players/15e1f59b/Deian-Sorescu,"MF,DF",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-317,1997,2,34,0.4,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/15e1f59b/matchlogs/2024/summary/Deian-Sorescu-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
398,Borna Sosa,https://fbref.com/en/players/af0d79a9/Borna-Sosa,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-172,1998,1,7,0.1,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,0,https://fbref.com/en/players/af0d79a9/matchlogs/2024/summary/Borna-Sosa-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
399,Tomáš Souček,https://fbref.com/en/players/6613c819/Tomas-Soucek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-135,1995,3,3,270,3.0,0,0,0,0,0.00,0.51,0.19,1,1,1,2,0.6,0.6,1.0,0.19,0.51,0.33,0.32,0.33,0.33,1.5,11,4,0.33,https://fbref.com/en/players/6613c819/matchlogs/2024/summary/Tomas-Soucek-Match-Logs,,,,,,,,,
400,Andraž Šporar,https://fbref.com/en/players/878f0921/Andraz-Sporar,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-135,1994,4,4,338,3.8,0,0,0,0,0,0,0,1.0,1.0,0.8,1.8,3,3,19,0.00,0.00,0.00,0.00,0.00,0.26,0.22,0.48,0.26,0.48,https://fbref.com/en/players/878f0921/matchlogs/2024/summary/Andraz-Sporar-Match-Logs,,,,,,,,,
401,Nicolae Stanciu,https://fbref.com/en/players/e07c2923/Nicolae-Stanciu,"MF,FW",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-065,1993,4,4,353,3.9,0.05,0,0,0,0.00,0.12,0.05,1,1,1,1,0.2,0.2,0.3,0.25,0.12,0.25,0.07,0.25,2,0.5,10,3,0.25,https://fbref.com/en/players/e07c2923/matchlogs/2024/summary/Nicolae-Stanciu-Match-Logs,,,,,,,,,
402,Jindřich Staněk,https://fbref.com/en/players/eca17cf2/Jindrich-Stanek,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-075,1996,3,3,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/eca17cf2/matchlogs/2024/summary/Jindrich-Stanek-Match-Logs,,,,,,,,,
403,Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-100,2000,2,2,180,2.0,0,0,0,0,0,0,0.0,0.2,1,0.2,0.2,3,8,9,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,https://fbref.com/en/players/7ed08d5c/matchlogs/2024/summary/Josip-Stanisic-Match-Logs,,,,,,,,,
404,Renato Steffen,https://fbref.com/en/players/dd669209/Renato-Steffen,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-251,1991,1,1,,,0,0.0,0,0,0,0,0,1,,,,0.00,0.00,0.00,0.0,0,0,0.0,0.0,,0.00,0,0,0.0,https://fbref.com/en/players/dd669209/matchlogs/2024/summary/Renato-Steffen-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
