right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,left href 3,right 26,right 27,right 28,right 29
269,Valentin Mihaila,https://fbref.com/en/players/81a4c239/Valentin-Mihaila,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-160,2000,1.3,21,27,337,85,17,14,5,5,3,2,1,4,2,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/81a4c239/matchlogs/2024/passing/Valentin-Mihaila-Match-Logs,77.8,82.4,60.0,80.0
270,Srđan Mijailović,https://fbref.com/en/players/175bef1f/Srdjan-Mijailovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,30-244,1993,0.8,14,25,291,48,6,4,13,5,8,1,1,2,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/175bef1f/matchlogs/2024/passing/Srdjan-Mijailovic-Match-Logs,56.0,66.7,61.5,40.0
271,Georges Mikautadze,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-254,2000,3.8,55,70,78.6,821,198,33,36,91.7,11,14,78.6,6,10,60.0,1,0.5,0.1,+0.5,5,6,7,1,2,https://fbref.com/en/players/4788cb6b/matchlogs/2024/passing/Georges-Mikautadze-Match-Logs,,,,
272,Nikola Milenković,https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-273,1997,3.0,212,227,93.4,3843,1318,79,82,96.3,117,121,96.7,15,23,65.2,0,1,5,9,0,0,0.0,0.0,0.0,https://fbref.com/en/players/bee704fc/matchlogs/2024/passing/Nikola-Milenkovic-Match-Logs,,,,
273,Sergej Milinković-Savić,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-135,1995,1.3,63,76,1111,251,32,26,28,11,24,0.1,0.2,10,-0.1,2,0,6,3,2,7,,,,,https://fbref.com/en/players/4e6dbac4/matchlogs/2024/passing/Sergej-Milinkovic-Savic-Match-Logs,82.9,81.3,85.7,90.9
274,Mario Mitaj,https://fbref.com/en/players/0bf123b6/Mario-Mitaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,20-340,2003,3.0,127,147,86.4,1744,851,76,84,90.5,46,51,90.2,4,7,57.1,0,3,1,6,0,0,0.0,0.0,0.0,https://fbref.com/en/players/0bf123b6/matchlogs/2024/passing/Mario-Mitaj-Match-Logs,,,,
275,Aleksandar Mitrović,https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,FW,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-299,1994,2.7,38,53,71.7,471,40,26,32,81.3,9,13,69.2,1,2,50.0,0,3,1,2,0,0,0.0,0.0,0.0,https://fbref.com/en/players/3925dbd6/matchlogs/2024/passing/Aleksandar-Mitrovic-Match-Logs,,,,
276,Maximilian Mittelstädt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-115,1997,3.4,182,217,83.9,2757,686,110,118,93.2,56,67,83.6,12,21,57.1,1,0.4,0.7,+0.6,4,9,10,6,8,https://fbref.com/en/players/88d4144a/matchlogs/2024/passing/Maximilian-Mittelstadt-Match-Logs,,,,
277,Filip Mladenović,https://fbref.com/en/players/a3eabee0/Filip-Mladenovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-331,1991,1.2,44,61,551,115,29,27,18,5,12,1,1,1,2,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/a3eabee0/matchlogs/2024/passing/Filip-Mladenovic-Match-Logs,72.1,93.1,66.7,20.0
278,Jan Mlakar,https://fbref.com/en/players/44d9bd5e/Jan-Mlakar,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-262,1998,3.3,37,62,59.7,572,139,22,30,73.3,14,23,60.9,1,7,14.3,0,0.1,1,1,2,1,0.0,0.0,6,https://fbref.com/en/players/44d9bd5e/matchlogs/2024/passing/Jan-Mlakar-Match-Logs,,,,
279,Jakub Moder,https://fbref.com/en/players/f230bc30/Jakub-Moder,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-095,1999,2.0,94,119,79.0,1306,433,55,60,91.7,35,45,77.8,2,7,28.6,0,0.1,5,1,8,0,0.0,0.0,0,https://fbref.com/en/players/f230bc30/matchlogs/2024/passing/Jakub-Moder-Match-Logs,,,,
280,Luka Modrić,https://fbref.com/en/players/6025fab1/Luka-Modric,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,38-306,1985,2.6,190,221,86.0,2855,812,109,113,96.5,69,80,86.3,7,17,41.2,0,0.6,0.4,-0.6,3,34,0,21,3,https://fbref.com/en/players/6025fab1/matchlogs/2024/passing/Luka-Modric-Match-Logs,,,,
281,Vasile Mogos,https://fbref.com/en/players/5a8d43dd/Vasile-Mogos,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-254,1992,0.4,6,6,79,50,4,4,2,1,2,1,,,,,0,,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/5a8d43dd/matchlogs/2024/passing/Vasile-Mogos-Match-Logs,100.0,100.0,100.0,0
282,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,31-262,1992,4.2,63,90,70.0,839,147,42,57,73.7,15,21,71.4,2,4,50.0,1,0.5,0.5,+0.5,5,5,5,1,3,https://fbref.com/en/players/129af0db/matchlogs/2024/passing/Alvaro-Morata-Match-Logs,,,,
283,Lewis Morgan,https://fbref.com/en/players/b675e328/Lewis-Morgan,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-285,1996,2,1,9,1,0,0,1,0,0,0,,,,,,0,0,0.0,0.0,0.0,0,0.0,0,0,https://fbref.com/en/players/b675e328/matchlogs/2024/passing/Lewis-Morgan-Match-Logs,50.0,100.0,,0
284,Ernest Muçi,https://fbref.com/en/players/1f1229a9/Ernest-Muci,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,23-114,2001,0.2,7,9,96,14,5,3,3,0,3,,,,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/1f1229a9/matchlogs/2024/passing/Ernest-Muci-Match-Logs,77.8,60.0,100.0,0
285,Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,23-188,2001,1.9,36,52,69.2,623,274,19,24,79.2,10,19,52.6,7,8,87.5,0,0.4,0.9,-0.4,5,1,7,1,4,https://fbref.com/en/players/049a888d/matchlogs/2024/passing/Mykhailo-Mudryk-Match-Logs,,,,
286,Mert Müldür,https://fbref.com/en/players/1295552e/Mert-Muldur,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-099,1999,3.8,130,167,77.8,1853,598,75,87,86.2,46,59,78.0,4,12,33.3,0,0.1,1,11,4,12,0.0,0.0,0,https://fbref.com/en/players/1295552e/matchlogs/2024/passing/Mert-Muldur-Match-Logs,,,,
287,Thomas Müller,https://fbref.com/en/players/3c6089ab/Thomas-Muller,"MF,FW",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-302,1989,0.6,20,32,328,86,15,10,10,4,6,0.3,0.3,2,+0.7,3,1,2,1,3,,,0,,,https://fbref.com/en/players/3c6089ab/matchlogs/2024/passing/Thomas-Muller-Match-Logs,62.5,66.7,60.0,50.0
288,Jamal Musiala,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-136,2003,4.7,148,168,88.1,1790,389,104,116,89.7,32,34,94.1,3,5,60.0,0,0.2,0.6,-0.2,5,11,0,22,8,https://fbref.com/en/players/2c0558b8/matchlogs/2024/passing/Jamal-Musiala-Match-Logs,,,,
289,Phillipp Mwene,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-164,1994,2.2,91,109,83.5,1422,400,44,45,97.8,42,47,89.4,3,12,25.0,1,0.1,0.4,+0.9,2,5,7,2,3,https://fbref.com/en/players/2ff76adc/matchlogs/2024/passing/Phillipp-Mwene-Match-Logs,,,,
290,Vitaliy Mykolenko,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-043,1999,0.6,14,19,268,98,7,7,6,4,5,0.1,0.1,2,-0.1,2,0,2,2,2,1,,,,,https://fbref.com/en/players/30d4a2e5/matchlogs/2024/passing/Vitaliy-Mykolenko-Match-Logs,73.7,100.0,83.3,50.0
291,Joakim Mæhle,https://fbref.com/en/players/c459a650/Joakim-Maehle,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,27-052,1997,3.1,129,157,82.2,1807,530,83,89,93.3,37,48,77.1,6,13,46.2,0,0.4,0.2,-0.4,3,5,10,1,3,https://fbref.com/en/players/c459a650/matchlogs/2024/passing/Joakim-Maehle-Match-Logs,,,,
292,Nacho,https://fbref.com/en/players/2946f9a1/Nacho,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-175,1990,2.8,124,132,93.9,2040,872,59,61,96.7,60,64,93.8,4,5,80.0,0,1,9,6,0,0,0.0,0.0,0.0,https://fbref.com/en/players/2946f9a1/matchlogs/2024/passing/Nacho-Match-Logs,,,,
293,Ádám Nagy,https://fbref.com/en/players/788b31e2/Adam-Nagy,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-024,1995,1.8,59,74,79.7,930,381,35,41,85.4,16,20,80.0,6,9,66.7,0,4,8,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/788b31e2/matchlogs/2024/passing/Adam-Nagy-Match-Logs,,,,
294,Zsolt Nagy,https://fbref.com/en/players/b415bfe3/Zsolt-Nagy,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-047,1993,0.2,4,8,59,32,2,2,2,2,1,1,,0.0,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/b415bfe3/matchlogs/2024/passing/Zsolt-Nagy-Match-Logs,50.0,100.0,50.0,0
295,Jesús Navas,https://fbref.com/en/players/3f10bd22/Jesus-Navas,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,38-233,1985,1.7,56,71,78.9,967,137,22,25,88.0,24,28,85.7,6,11,54.5,0,0.2,0.3,-0.2,2,2,0,1,1,https://fbref.com/en/players/3f10bd22/matchlogs/2024/passing/Jesus-Navas-Match-Logs,,,,
296,Dan Ndoye,https://fbref.com/en/players/8e697a8f/Dan-Ndoye,"MF,DF",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,23-260,2000,4.5,84,108,77.8,1228,198,48,54,88.9,31,39,79.5,2,6,33.3,0,0.1,0.2,-0.1,3,1,0,9,3,https://fbref.com/en/players/8e697a8f/matchlogs/2024/passing/Dan-Ndoye-Match-Logs,,,,
297,Pedro Neto,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto,"DF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-124,2000,1.3,70,89,1024,201,55,46,26,8,20,0.1,1,4,4,3,0,2,5,,,,0.0,0.0,,https://fbref.com/en/players/7ba2eaa9/matchlogs/2024/passing/Pedro-Neto-Match-Logs,78.7,83.6,76.9,50.0
298,Manuel Neuer,https://fbref.com/en/players/8778c910/Manuel-Neuer,GK,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,38-106,1986,5.3,123,145,84.8,2900,1815,34,34,100.0,59,61,96.7,30,50,60.0,0,1,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/8778c910/matchlogs/2024/passing/Manuel-Neuer-Match-Logs,,,,
299,João Neves,https://fbref.com/en/players/c2a15a27/Joao-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,19-288,2004,0.9,68,74,1004,216,45,42,21,3,20,0.1,8,3,8,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/c2a15a27/matchlogs/2024/passing/Joao-Neves-Match-Logs,91.9,93.3,95.2,100.0
300,Rúben Neves,https://fbref.com/en/players/44bfb6c5/Ruben-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-120,1997,1.4,100,117,1769,534,47,44,54,16,47,0.1,0.4,9,-0.1,1,0,16,1,12,,,0,,,https://fbref.com/en/players/44bfb6c5/matchlogs/2024/passing/Ruben-Neves-Match-Logs,85.5,93.6,87.0,56.3
301,Florin Niță,https://fbref.com/en/players/a9a3b55d/Florin-Nita,GK,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,37-008,1987,4.0,87,148,58.8,2948,2293,13,14,92.9,28,28,100.0,46,106,43.4,0,1,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/a9a3b55d/matchlogs/2024/passing/Florin-Nita-Match-Logs,,,,
302,Matheus Nunes,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-319,1998,0.2,16,18,241,32,11,11,4,3,4,1,1,1,1,1,0,,,,,0,0.0,0.0,0.0,https://fbref.com/en/players/e6af02e0/matchlogs/2024/passing/Matheus-Nunes-Match-Logs,88.9,100.0,100.0,33.3
303,Christian Nørgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-123,1994,0.4,34,42,475,124,27,23,12,2,11,0.1,1,0.0,5,1,0,3,,,,,0.0,0.0,0,https://fbref.com/en/players/df0a4c90/matchlogs/2024/passing/Christian-Norgaard-Match-Logs,81.0,85.2,91.7,0
304,Adam Obert,https://fbref.com/en/players/aa25ce92/Adam-Obert,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,21-323,2002,0.3,22,27,337,131,12,10,12,2,12,1,5,0.0,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/aa25ce92/matchlogs/2024/passing/Adam-Obert-Match-Logs,81.5,83.3,100.0,0
305,Jan Oblak,https://fbref.com/en/players/ee8508c0/Jan-Oblak,GK,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-186,1993,4.3,79,128,61.7,2772,2182,14,14,100.0,23,23,100.0,42,91,46.2,0,4,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/ee8508c0/matchlogs/2024/passing/Jan-Oblak-Match-Logs,,,,
306,Darius Olaru,https://fbref.com/en/players/9a129e64/Darius-Olaru,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-130,1998,0.3,14,17,206,64,11,10,5,1,3,1,1,1,3,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/9a129e64/matchlogs/2024/passing/Darius-Olaru-Match-Logs,82.4,90.9,60.0,100.0
307,Dani Olmo,https://fbref.com/en/players/ae44e8e2/Dani-Olmo,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,26-065,1998,3.8,125,154,81.2,1947,405,67,79,84.8,42,49,85.7,11,15,73.3,2,1.2,1.2,+0.8,9,10,17,2,8,https://fbref.com/en/players/ae44e8e2/matchlogs/2024/passing/Dani-Olmo-Match-Logs,,,,
308,Amadou Onana,https://fbref.com/en/players/828657ff/Amadou-Onana,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-330,2001,4.0,216,240,90.0,3428,640,103,111,92.8,96,103,93.2,10,15,66.7,0,0.1,1,16,3,17,0.0,0.0,0,https://fbref.com/en/players/828657ff/matchlogs/2024/passing/Amadou-Onana-Match-Logs,,,,
309,Loïs Openda,https://fbref.com/en/players/8652a85c/Lois-Openda,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-146,2000,0.8,3,7,50,10,4,1,1,1,1,1,1,0.0,1,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/8652a85c/matchlogs/2024/passing/Lois-Openda-Match-Logs,42.9,25.0,100.0,0
310,Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-251,1992,3.0,118,138,85.5,2475,948,24,29,82.8,81,84,96.4,12,20,60.0,0,0.1,0.1,-0.1,2,2,0,7,1,https://fbref.com/en/players/20030c06/matchlogs/2024/passing/Willi-Orban-Match-Logs,,,,
311,Mikel Oyarzabal,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-081,1997,2.0,55,59,93.2,708,173,32,34,94.1,15,17,88.2,2,2,100.0,1,0.6,0.1,+0.4,4,2,0,9,1,https://fbref.com/en/players/8c3c640c/matchlogs/2024/passing/Mikel-Oyarzabal-Match-Logs,,,,
312,Salih Özcan,https://fbref.com/en/players/15413fa5/Salih-Ozcan,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-182,1998,1.7,57,71,80.3,871,182,27,32,84.4,22,26,84.6,4,6,66.7,0,5,3,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/15413fa5/matchlogs/2024/passing/Salih-Ozcan-Match-Logs,,,,
313,João Palhinha,https://fbref.com/en/players/a78ff07f/Joao-Palhinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-002,1995,3.3,166,188,88.3,3180,903,75,85,88.2,70,76,92.1,21,25,84.0,0,0.1,0.1,-0.1,1,17,0,23,2,https://fbref.com/en/players/a78ff07f/matchlogs/2024/passing/Joao-Palhinha-Match-Logs,,,,
314,Cole Palmer,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,"MF,FW",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-066,2002,1.4,53,72,836,228,31,27,32,6,23,0.1,0.4,2,+0.9,1,1,5,7,13,,,0,,,https://fbref.com/en/players/dc7f8a28/matchlogs/2024/passing/Cole-Palmer-Match-Logs,73.6,87.1,71.9,33.3
315,Mario Pašalić,https://fbref.com/en/players/e599253a/Mario-Pasalic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-153,1995,1.3,34,40,426,86,24,22,10,2,9,0.1,1,1,1,5,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/e599253a/matchlogs/2024/passing/Mario-Pasalic-Match-Logs,85.0,91.7,90.0,50.0
316,Strahinja Pavlović,https://fbref.com/en/players/25146df0/Strahinja-Pavlovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-048,2001,3.0,137,180,76.1,1963,553,74,82,90.2,50,62,80.6,5,18,27.8,0,0.1,0.1,-0.1,1,11,13,1,2,https://fbref.com/en/players/25146df0/matchlogs/2024/passing/Strahinja-Pavlovic-Match-Logs,,,,
317,Pedri,https://fbref.com/en/players/0d9b2d31/Pedri,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-229,2002,2.1,80,89,89.9,1089,248,51,56,91.1,19,20,95.0,5,6,83.3,1,0.8,0.5,+0.2,10,9,0,10,2,https://fbref.com/en/players/0d9b2d31/matchlogs/2024/passing/Pedri-Match-Logs,,,,
318,Peter Pekarík,https://fbref.com/en/players/c18d22f5/Peter-Pekarik,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-255,1986,4.2,107,121,88.4,1611,389,64,68,94.1,38,40,95.0,4,7,57.1,0,0.2,0.2,-0.2,3,9,10,1,2,https://fbref.com/en/players/c18d22f5/matchlogs/2024/passing/Peter-Pekarik-Match-Logs,,,,
319,Lorenzo Pellegrini,https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini,"FW,MF",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-022,1996,2.4,91,107,85.0,1345,243,46,51,90.2,35,40,87.5,4,7,57.1,1,0.5,0.3,+0.5,5,9,8,1,3,https://fbref.com/en/players/4a5a45c7/matchlogs/2024/passing/Lorenzo-Pellegrini-Match-Logs,,,,
320,Patrick Pentz,https://fbref.com/en/players/0810b6df/Patrick-Pentz,GK,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-191,1997,4.0,120,148,81.1,2934,2031,31,31,100.0,55,56,98.2,33,60,55.0,0,1,1,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/0810b6df/matchlogs/2024/passing/Patrick-Pentz-Match-Logs,,,,
321,Pepe,https://fbref.com/en/players/c906ce0f/Pepe,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,41-136,1983,4.5,379,405,93.6,6791,2285,145,151,96.0,210,222,94.6,23,29,79.3,0,0.1,1,12,17,0,0.0,0.0,0,https://fbref.com/en/players/c906ce0f/matchlogs/2024/passing/Pepe-Match-Logs,,,,
322,Danilo Pereira,https://fbref.com/en/players/8fd9996f/Danilo-Pereira,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,32-306,1991,1.0,83,87,1602,642,24,21,58,5,57,11,5,5,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/8fd9996f/matchlogs/2024/passing/Danilo-Pereira-Match-Logs,95.4,87.5,98.3,100.0
323,Ayoze Pérez,https://fbref.com/en/players/819aa8e7/Ayoze-Perez,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-348,1993,0.1,3,3,47,15,3,3,1,1,0,,,,,,0,0,0,0,0.0,0.0,0,0,0.0,https://fbref.com/en/players/819aa8e7/matchlogs/2024/passing/Ayoze-Perez-Match-Logs,100.0,100.0,,0
324,Ivan Perišić,https://fbref.com/en/players/6fe90922/Ivan-Perisic,"DF,FW",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,35-160,1989,1.5,44,63,688,254,32,29,19,10,12,0.4,1.2,3,-0.4,3,0,1,6,4,4,,,,,https://fbref.com/en/players/6fe90922/matchlogs/2024/passing/Ivan-Perisic-Match-Logs,69.8,90.6,63.2,30.0
325,Bruno Petković,https://fbref.com/en/players/24228180/Bruno-Petkovic,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-299,1994,1.0,16,20,230,34,11,9,4,2,3,0.1,0.1,2,-0.1,2,0,1,1,4,,,0,,,https://fbref.com/en/players/24228180/matchlogs/2024/passing/Bruno-Petkovic-Match-Logs,80.0,81.8,75.0,100.0
326,Krzysztof Piątek,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-010,1995,0.7,6,10,74,1,6,4,3,0,1,,,,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/17f3620a/matchlogs/2024/passing/Krzysztof-Piatek-Match-Logs,60.0,66.7,33.3,0
327,Jordan Pickford,https://fbref.com/en/players/4806ec67/Jordan-Pickford,GK,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-126,1994,6.7,203,265,76.6,5461,3870,48,48,100.0,97,97,100.0,57,119,47.9,0,6,1,1,0,0,0.0,0.0,0.0,https://fbref.com/en/players/4806ec67/matchlogs/2024/passing/Jordan-Pickford-Match-Logs,,,,
328,Jakub Piotrowski,https://fbref.com/en/players/af686bed/Jakub-Piotrowski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,26-281,1997,0.6,16,24,242,49,13,9,7,0.2,6,0.4,-0.2,,1,1,0,,,,,0,0,0,0,https://fbref.com/en/players/af686bed/matchlogs/2024/passing/Jakub-Piotrowski-Match-Logs,66.7,69.2,85.7,0
329,Marin Pongračić,https://fbref.com/en/players/2a6cd437/Marin-Pongracic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-304,1997,2.0,113,124,91.1,2226,715,34,40,85.0,66,68,97.1,10,13,76.9,0,3,3,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/2a6cd437/matchlogs/2024/passing/Marin-Pongracic-Match-Logs,,,,
330,Ryan Porteous,https://fbref.com/en/players/514725a0/Ryan-Porteous,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,25-108,1999,0.5,19,25,356,184,6,5,14,4,11,1,,2,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/514725a0/matchlogs/2024/passing/Ryan-Porteous-Match-Logs,76.0,83.3,78.6,50.0
331,Stefan Posch,https://fbref.com/en/players/7f609bfc/Stefan-Posch,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-058,1997,4.0,159,215,74.0,2719,1010,70,83,84.3,72,79,91.1,14,36,38.9,1,1.8,1.2,-0.8,7,7,18,5,11,https://fbref.com/en/players/7f609bfc/matchlogs/2024/passing/Stefan-Posch-Match-Logs,,,,
332,Yussuf Poulsen,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen,"FW,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-026,1994,0.6,12,20,128,3,9,7,8,1,4,1,1,0.0,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/d2416c2e/matchlogs/2024/passing/Yussuf-Poulsen-Match-Logs,60.0,77.8,50.0,0
333,Alexander Prass,https://fbref.com/en/players/6637e6a7/Alexander-Prass,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-046,2001,1.8,72,95,75.8,1295,470,34,39,87.2,28,36,77.8,8,14,57.1,1,0.4,0.2,+0.6,2,7,7,3,4,https://fbref.com/en/players/6637e6a7/matchlogs/2024/passing/Alexander-Prass-Match-Logs,,,,
334,Lukáš Provod,https://fbref.com/en/players/8f21b7bd/Lukas-Provod,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-262,1996,2.6,70,87,80.5,1099,267,35,41,85.4,33,38,86.8,1,2,50.0,0,0.3,0.1,-0.3,2,8,0,3,1,https://fbref.com/en/players/8f21b7bd/matchlogs/2024/passing/Lukas-Provod-Match-Logs,,,,
335,George Pușcaș,https://fbref.com/en/players/c23c8e0d/George-Puscas,FW,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-094,1996,0.4,4,13,45,6,3,3,0,0,1,,,,,,0,0,0,0,0.0,0.0,0,0,0.0,https://fbref.com/en/players/c23c8e0d/matchlogs/2024/passing/George-Puscas-Match-Logs,30.8,50.0,33.3,0
