right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,left href 3,right 20,right 21,right 22
352,Rodri,https://fbref.com/en/players/6434f10d/Rodri,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-019,1996,5.3,0.3,5,1,20.0,0.95,0.19,0,0,0.20,0,,+0.7,1,1.00,24.2,+0.7,,https://fbref.com/en/players/6434f10d/matchlogs/2024/summary/Rodri-Match-Logs,0.3,0.07,
353,Ricardo Rodríguez,https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-321,1992,5.3,0,3,0.56,27.2,0.1,0.02,0,0.0,,0.00,0.00,0,0.1,,0,-0.1,-0.1,https://fbref.com/en/players/7f78ad23/matchlogs/2024/summary/Ricardo-Rodriguez-Match-Logs,0,,
354,Taras Romanchuk,https://fbref.com/en/players/4d08ed00/Taras-Romanchuk,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,32-240,1991,0.6,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/4d08ed00/matchlogs/2024/summary/Taras-Romanchuk-Match-Logs,0.0,,
355,Cristiano Ronaldo,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,39-157,1985,5.4,0,22,9,40.9,4.08,1.67,0.00,0.00,17.3,0,,,3.6,7,1,-3.6,-2.8,https://fbref.com/en/players/dea698d9/matchlogs/2024/summary/Cristiano-Ronaldo-Match-Logs,2.8,0.13,
356,Antonio Rüdiger,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,31-130,1993,5.3,0,4,1,25.0,0.75,0.19,0.00,0.00,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/18b896d6/matchlogs/2024/summary/Antonio-Rudiger-Match-Logs,,,
357,Fabián Ruiz Peña,https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-099,1996,5.0,1.6,15,5,33.3,3.00,1.00,0,0,0.13,0,,+0.4,2,0.40,20.8,+0.4,,https://fbref.com/en/players/c0c7ff58/matchlogs/2024/summary/Fabian-Ruiz-Pena-Match-Logs,1.6,0.11,
358,Adrian Rus,https://fbref.com/en/players/9f5be87a/Adrian-Rus,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-115,1996,0.2,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/9f5be87a/matchlogs/2024/summary/Adrian-Rus-Match-Logs,0.0,,
359,Marcel Sabitzer,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-116,1994,4.0,0.9,12,3,25.0,3.00,0.75,0,0,0.08,,0.07,+0.1,1,0.33,20.7,+0.1,,https://fbref.com/en/players/e280527c/matchlogs/2024/summary/Marcel-Sabitzer-Match-Logs,2,0.9,
360,Bukayo Saka,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,"FW,DF",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-310,2001,6.0,0.4,8,1,12.5,1.33,0.17,0,0,0.13,0,,+0.6,1,1.00,18.2,+0.6,,https://fbref.com/en/players/bc7dc64d/matchlogs/2024/summary/Bukayo-Saka-Match-Logs,0.4,0.05,
361,Bartosz Salamon,https://fbref.com/en/players/9b30df1e/Bartosz-Salamon,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,33-071,1991,0.9,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/9b30df1e/matchlogs/2024/summary/Bartosz-Salamon-Match-Logs,0.0,1.06,62.6
362,William Saliba,https://fbref.com/en/players/972aeb2a/William-Saliba,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,23-109,2001,6.3,0,2,0.32,15.6,0.1,0.05,0,0.0,,0.00,0.00,0,0.1,,0,-0.1,-0.1,https://fbref.com/en/players/972aeb2a/matchlogs/2024/summary/William-Saliba-Match-Logs,0,,
363,Roland Sallai,https://fbref.com/en/players/bf075f6b/Roland-Sallai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,27-050,1997,3.0,0,8,2,25.0,2.71,0.68,0.00,0.00,17.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6,https://fbref.com/en/players/bf075f6b/matchlogs/2024/summary/Roland-Sallai-Match-Logs,,,
364,Lazar Samardzic,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,22-138,2002,0.6,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/217c93a1/matchlogs/2024/summary/Lazar-Samardzic-Match-Logs,,1.67,20.5
365,Leroy Sané,https://fbref.com/en/players/2b114be3/Leroy-Sane,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-182,1996,2.3,0,7,3,42.9,3.03,1.30,0.00,0.00,21.7,0,0,,0.4,1,0.4,-0.4,-0.4,https://fbref.com/en/players/2b114be3/matchlogs/2024/summary/Leroy-Sane-Match-Logs,0.06,,
366,Leo Sauer,https://fbref.com/en/players/4c53a688/Leo-Sauer,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,18-208,2005,0.1,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/4c53a688/matchlogs/2024/summary/Leo-Sauer-Match-Logs,0.0,,
367,Gianluca Scamacca,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,25-192,1999,2.8,0,6,1,16.7,2.15,0.36,0.00,0.00,18.0,0,0,0,0.6,0.6,0.10,-0.6,-0.6,https://fbref.com/en/players/8790f988/matchlogs/2024/summary/Gianluca-Scamacca-Match-Logs,,,
368,András Schäfer,https://fbref.com/en/players/049751d7/Andras-Schafer,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,25-089,1999,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,21.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,https://fbref.com/en/players/049751d7/matchlogs/2024/summary/Andras-Schafer-Match-Logs,,,
369,Fabian Schär,https://fbref.com/en/players/c8aa95da/Fabian-Schar,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-204,1991,5.3,0,5,0.94,17.6,0.2,0.05,0,0.0,,0.00,0.00,0,0.2,,0,-0.2,-0.2,https://fbref.com/en/players/c8aa95da/matchlogs/2024/summary/Fabian-Schar-Match-Logs,0,,
370,Patrik Schick,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,FW,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-169,1996,1.4,1.5,7,4,57.1,0.14,0.25,0,0,11.4,0,,,1,1.5,0.21,-0.5,-0.5,https://fbref.com/en/players/5d4f7d61/matchlogs/2024/summary/Patrik-Schick-Match-Logs,,4.96,2.83
371,Nico Schlotterbeck,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,24-223,1999,1.3,0,2,1,50.0,9.8,0.1,0.00,0.00,0.03,0,0,0,0.1,,,-0.1,-0.1,https://fbref.com/en/players/34e12499/matchlogs/2024/summary/Nico-Schlotterbeck-Match-Logs,,1.50,0.75
372,Kasper Schmeichel,https://fbref.com/en/players/53af52f3/Kasper-Schmeichel,GK,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,37-249,1986,4.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/53af52f3/matchlogs/2024/summary/Kasper-Schmeichel-Match-Logs,0,,
373,Romano Schmid,https://fbref.com/en/players/220ace7e/Romano-Schmid,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,24-166,2000,1.6,0.1,1,1,1.00,0.1,10.1,0,0,0.13,0,,+0.9,1,,,+0.9,,https://fbref.com/en/players/220ace7e/matchlogs/2024/summary/Romano-Schmid-Match-Logs,,100.0,0.62
374,Jerdy Schouten,https://fbref.com/en/players/2cfae697/Jerdy-Schouten,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,27-181,1997,5.6,0,1,0.18,0.1,0.00,,0,0.00,,0,0,0,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/2cfae697/matchlogs/2024/summary/Jerdy-Schouten-Match-Logs,,14.3,0.05
375,Ivan Schranz,https://fbref.com/en/players/7e277e7c/Ivan-Schranz,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,30-302,1993,3.7,1.0,5,4,80.0,1.36,1.09,0,0,0.60,0,,+2.0,3,0.75,10.3,+2.0,,https://fbref.com/en/players/7e277e7c/matchlogs/2024/summary/Ivan-Schranz-Match-Logs,1.0,0.21,
376,Taulant Seferi,https://fbref.com/en/players/fdd6cad9/Taulant-Seferi,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-239,1996,1.0,0,1,1,,,0.02,0.00,0,,0,0,0.0,0.0,0.00,0.0,,,https://fbref.com/en/players/fdd6cad9/matchlogs/2024/summary/Taulant-Seferi-Match-Logs,0.0,100.0,0.96
377,Nicolas Seiwald,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald,MF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-068,2001,4.0,0,1,1,0.25,0.25,,0.00,0,,0,0,0.0,0.0,0.00,0.0,,,https://fbref.com/en/players/28c6e925/matchlogs/2024/summary/Nicolas-Seiwald-Match-Logs,0.0,100.0,28.0
378,Nélson Semedo,https://fbref.com/en/players/d04b94db/Nelson-Semedo,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,30-238,1993,1.1,0,2,1,50.0,17.4,0.2,0.00,0.00,0.10,0,0,0,0.2,,,-0.2,-0.2,https://fbref.com/en/players/d04b94db/matchlogs/2024/summary/Nelson-Semedo-Match-Logs,,1.80,0.90
379,Benjamin Šeško,https://fbref.com/en/players/3260690c/Benjamin-Sesko,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,21-041,2003,4.0,0,8,4,50.0,2.01,1.01,0.00,0.00,22.4,0,0,0,0.9,0.9,0.11,-0.9,-0.9,https://fbref.com/en/players/3260690c/matchlogs/2024/summary/Benjamin-Sesko-Match-Logs,,,
380,Petr Ševčík,https://fbref.com/en/players/d4232ba9/Petr-Sevcik,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,30-068,1994,0.2,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/d4232ba9/matchlogs/2024/summary/Petr-Sevcik-Match-Logs,,4.09,16.8
381,Stephan El Shaarawy,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,31-258,1992,0.5,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/d3aaad90/matchlogs/2024/summary/Stephan-El-Shaarawy-Match-Logs,0.0,,
382,Lawrence Shankland,https://fbref.com/en/players/63b1a176/Lawrence-Shankland,FW,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-336,1995,0.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/63b1a176/matchlogs/2024/summary/Lawrence-Shankland-Match-Logs,0.0,,
383,Mykola Shaparenko,https://fbref.com/en/players/17e3e467/Mykola-Shaparenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-281,1998,2.4,0.2,1,1,0.41,0.41,1.00,0,0,0.2,0,,+0.8,1,,,+0.8,,https://fbref.com/en/players/17e3e467/matchlogs/2024/summary/Mykola-Shaparenko-Match-Logs,,100.0,1.00
384,Xherdan Shaqiri,https://fbref.com/en/players/6421ec64/Xherdan-Shaqiri,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-275,1991,0.8,0.1,1,1,1.00,0.1,23.4,0,0,0.07,0,,+0.9,1,,,+0.9,,https://fbref.com/en/players/6421ec64/matchlogs/2024/summary/Xherdan-Shaqiri-Match-Logs,,100.0,1.27
385,Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-365,1995,1.0,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/9c94165b/matchlogs/2024/summary/Luke-Shaw-Match-Logs,0.0,,
386,Vincent Sierro,https://fbref.com/en/players/92ffb8f9/Vincent-Sierro,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,28-277,1995,0.4,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/92ffb8f9/matchlogs/2024/summary/Vincent-Sierro-Match-Logs,0.0,2.37,31.0
387,António Silva,https://fbref.com/en/players/8f0435c7/Antonio-Silva,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,20-255,2003,0.8,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/8f0435c7/matchlogs/2024/summary/Antonio-Silva-Match-Logs,,1.23,3.6
388,Bernardo Silva,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-336,1994,4.7,0.7,7,2,28.6,1.50,0.43,0,0,0.14,0,,+0.3,1,0.50,14.5,+0.3,,https://fbref.com/en/players/3eb22ec9/matchlogs/2024/summary/Bernardo-Silva-Match-Logs,0.7,0.10,
389,Unai Simón,https://fbref.com/en/players/5dcf3e90/Unai-Simon,GK,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-030,1997,5.3,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/5dcf3e90/matchlogs/2024/summary/Unai-Simon-Match-Logs,0,,
390,Xavi Simons,https://fbref.com/en/players/da4d670f/Xavi-Simons,"MF,FW",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-081,2003,5.0,0.6,10,4,40.0,1.98,0.79,0,0,0.10,0,,+0.4,1,0.25,24.3,+0.4,,https://fbref.com/en/players/da4d670f/matchlogs/2024/summary/Xavi-Simons-Match-Logs,0.6,0.06,
391,Michał Skóraś,https://fbref.com/en/players/5a80aea3/Michal-Skoras,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,24-147,2000,0.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/5a80aea3/matchlogs/2024/summary/Michal-Skoras-Match-Logs,0.0,,
392,Łukasz Skorupski,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,33-067,1991,1.0,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/ab4449d6/matchlogs/2024/summary/Lukasz-Skorupski-Match-Logs,0.0,,
393,Andreas Skov Olsen,https://fbref.com/en/players/c50cee19/Andreas-Skov-Olsen,"MF,FW",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,24-195,1999,1.4,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/c50cee19/matchlogs/2024/summary/Andreas-Skov-Olsen-Match-Logs,0.0,0.74,17.6
394,Milan Škriniar,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-151,1995,4.3,0,3,0.69,17.4,0.3,0.09,0,0.0,,0.00,0.00,0,0.3,,0,-0.3,-0.3,https://fbref.com/en/players/30f5ffa9/matchlogs/2024/summary/Milan-Skriniar-Match-Logs,0,,
395,Bartosz Slisz,https://fbref.com/en/players/7ee64741/Bartosz-Slisz,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-104,1999,1.2,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/7ee64741/matchlogs/2024/summary/Bartosz-Slisz-Match-Logs,0.0,,
396,Yann Sommer,https://fbref.com/en/players/420c18a1/Yann-Sommer,GK,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,35-207,1988,5.3,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/420c18a1/matchlogs/2024/summary/Yann-Sommer-Match-Logs,0,,
397,Deian Sorescu,https://fbref.com/en/players/15e1f59b/Deian-Sorescu,"MF,DF",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-317,1997,0.4,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/15e1f59b/matchlogs/2024/summary/Deian-Sorescu-Match-Logs,0.0,,
398,Borna Sosa,https://fbref.com/en/players/af0d79a9/Borna-Sosa,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-172,1998,0.1,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/af0d79a9/matchlogs/2024/summary/Borna-Sosa-Match-Logs,0.0,,
399,Tomáš Souček,https://fbref.com/en/players/6613c819/Tomas-Soucek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,29-135,1995,3.0,0.6,2,1,50.0,0.67,0.33,0,0,0.50,0,,+0.4,1,1.00,13.8,+0.4,,https://fbref.com/en/players/6613c819/matchlogs/2024/summary/Tomas-Soucek-Match-Logs,0.6,0.28,
400,Andraž Šporar,https://fbref.com/en/players/878f0921/Andraz-Sporar,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-135,1994,3.8,0,7,1,14.3,1.86,0.27,0.00,0.00,14.5,0,0,0,1.0,1.0,0.14,-1.0,-1.0,https://fbref.com/en/players/878f0921/matchlogs/2024/summary/Andraz-Sporar-Match-Logs,,,
401,Nicolae Stanciu,https://fbref.com/en/players/e07c2923/Nicolae-Stanciu,"MF,FW",ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-065,1993,3.9,0.2,4,2,50.0,1.02,0.51,0,0,0.25,,0.05,+0.8,1,0.50,25.9,+0.8,,https://fbref.com/en/players/e07c2923/matchlogs/2024/summary/Nicolae-Stanciu-Match-Logs,1,0.2,
402,Jindřich Staněk,https://fbref.com/en/players/eca17cf2/Jindrich-Stanek,GK,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,28-075,1996,2.6,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/eca17cf2/matchlogs/2024/summary/Jindrich-Stanek-Match-Logs,0,,
403,Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-100,2000,2.0,0,1,0.50,0.2,0.00,,0,0.00,,0,0,0,0.2,0.0,,-0.2,-0.2,https://fbref.com/en/players/7ed08d5c/matchlogs/2024/summary/Josip-Stanisic-Match-Logs,,8.7,0.19
404,Renato Steffen,https://fbref.com/en/players/dd669209/Renato-Steffen,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-251,1991,,0,,,,0.00,0.0,0.0,0,,0,0,0,0.0,0.00,0,0.0,,https://fbref.com/en/players/dd669209/matchlogs/2024/summary/Renato-Steffen-Match-Logs,0.0,,
405,Taras Stepanenko,https://fbref.com/en/players/ee3519f5/Taras-Stepanenko,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-338,1989,0.9,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/ee3519f5/matchlogs/2024/summary/Taras-Stepanenko-Match-Logs,,1.10,9.3
406,Leonidas Stergiou,https://fbref.com/en/players/08391d76/Leonidas-Stergiou,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,22-130,2002,0.5,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/08391d76/matchlogs/2024/summary/Leonidas-Stergiou-Match-Logs,0.0,,
407,Petar Stojanović,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-278,1995,3.5,0,1,0.28,,0.00,,0,0.00,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/13b44b02/matchlogs/2024/summary/Petar-Stojanovic-Match-Logs,0.0,28.4,0.03
408,John Stones,https://fbref.com/en/players/5eecec3d/John-Stones,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-044,1994,6.7,0,1,0.15,0.1,0.00,,0,0.00,,0,0,0,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/5eecec3d/matchlogs/2024/summary/John-Stones-Match-Logs,,10.2,0.05
409,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,GK,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,29-114,1995,3.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/339fe0e8/matchlogs/2024/summary/Thomas-Strakosha-Match-Logs,0,,
410,Dávid Strelec,https://fbref.com/en/players/2cb9486d/David-Strelec,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,23-098,2001,2.0,0,7,1,14.3,3.46,0.49,0.00,0.00,21.0,0,0,0,0.7,0.7,0.10,-0.7,-0.7,https://fbref.com/en/players/2cb9486d/matchlogs/2024/summary/David-Strelec-Match-Logs,,,
411,Callum Styles,https://fbref.com/en/players/e96d5560/Callum-Styles,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,24-105,2000,0.7,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/e96d5560/matchlogs/2024/summary/Callum-Styles-Match-Logs,0.0,,
412,Luka Sučić,https://fbref.com/en/players/1e1378e1/Luka-Sucic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,21-307,2002,1.6,0,3,2,66.7,18.0,0.6,0.00,0.00,0.19,0,0,0,0.6,,,-0.6,-0.6,https://fbref.com/en/players/1e1378e1/matchlogs/2024/summary/Luka-Sucic-Match-Logs,,1.93,1.29
413,Heorhiy Sudakov,https://fbref.com/en/players/a793f5a8/Heorhiy-Sudakov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,2.9,0,9,4,44.4,3.09,1.37,0.00,0.00,23.9,0,0,,0.5,2,0.5,-0.5,-0.5,https://fbref.com/en/players/a793f5a8/matchlogs/2024/summary/Heorhiy-Sudakov-Match-Logs,0.05,,
414,Pavel Šulc,https://fbref.com/en/players/e9b893af/Pavel-Sulc,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-195,2000,0.9,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/e9b893af/matchlogs/2024/summary/Pavel-Sulc-Match-Logs,,1.15,17.7
415,Tomáš Suslov,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,"FW,MF",sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,22-034,2002,1.4,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/83fe71b8/matchlogs/2024/summary/Tomas-Suslov-Match-Logs,0.0,,
416,Josip Šutalo,https://fbref.com/en/players/33a6a650/Josip-Sutalo,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,24-134,2000,3.0,0,1,0.33,0.6,0.00,,0,0.00,,0,0,0,0.6,0.0,,-0.6,-0.6,https://fbref.com/en/players/33a6a650/matchlogs/2024/summary/Josip-Sutalo-Match-Logs,,1.4,0.61
417,Oleksandr Svatok,https://fbref.com/en/players/b70be510/Oleksandr-Svatok,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,29-288,1994,0.9,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/b70be510/matchlogs/2024/summary/Oleksandr-Svatok-Match-Logs,0.0,,
418,Karol Świderski,https://fbref.com/en/players/41723204/Karol-Swiderski,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,27-170,1997,1.0,0,2,2,100.0,15.0,0.3,0.00,0.00,0.15,0,0,0,0.3,,,-0.3,-0.3,https://fbref.com/en/players/41723204/matchlogs/2024/summary/Karol-Swiderski-Match-Logs,,2.00,2.00
419,Serhiy Sydorchuk,https://fbref.com/en/players/c71e97ba/Serhiy-Sydorchuk,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,33-070,1991,0.1,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/c71e97ba/matchlogs/2024/summary/Serhiy-Sydorchuk-Match-Logs,0.0,,
420,Attila Szalai,https://fbref.com/en/players/50ff205b/Attila-Szalai,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,26-173,1998,1.1,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/50ff205b/matchlogs/2024/summary/Attila-Szalai-Match-Logs,,0.95,12.6
421,Wojciech Szczęsny,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,GK,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,34-084,1990,2.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/01b8a2b2/matchlogs/2024/summary/Wojciech-Szczesny-Match-Logs,0,,
422,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,23-260,2000,3.0,0,6,2,33.3,2.00,0.67,0.00,0.00,22.1,0,0,,0.3,2,0.3,-0.3,-0.3,https://fbref.com/en/players/934e1968/matchlogs/2024/summary/Dominik-Szoboszlai-Match-Logs,0.05,,
